keyword,title,contents,likes
副业,2023年狠狠搞💰，适合女生九种低门槛副业‼️2023年狠狠搞💰，适合女生九种低门槛副业‼,"嗨喽～我是蒋学姐
🌈经常有姐妹给我留言说：
女生做什么副业适合，我一般不会直接回答
需要根据自己的爱好/特长/性格去分析
结合去具体情况，每个人合适的也各不一样
.
🔥但只要你有一技之长，就可以找到合适自己的副业
我自己尝试曾过做服务员、签约作者、自媒体等
确实赚了些💰，也被曾经被v商骗了几千…
真正明白了的道理：技能才是立身之本！
.
结合了我自己的一些经历
分享九种低门槛副业，适合女生、学生党、上班族…
如果你有电脑，一定要赶紧学起来
努力实现经济独立‼️
1️⃣做自媒体
2️⃣制作ppt
3️⃣摘抄
4️⃣写作投稿
5️⃣视频剪辑
6️⃣dy特 效师
7️⃣游戏dai练
8️⃣做表情包
9️⃣萌宠喂养
（具体内容在笔记图片里啦～）
.
📚研究表面只要学满20个小时，就能拥有一项技能
以上9种技能就算你不会，学习一周到一个月也是可以入门的
.
🌟希望我们都能拥有“技能型副业”
获得被动收入：将一份收入，重复卖出去很多次
这才是正确的“副业思维”
不再靠体力活，而靠流量撬动更多机会！
这样即使不能暴富，至少可以实现每天奶茶🥤自由
一起狠狠搞💰，闷声发大财呀～",11000
兼职,北京兼职/窝孬费395已到手，开心,"北漂第二天（周五），在红薯上面搜兼职，意外发现几个兼职的app，果断下载并注册，投了第一条半个小时就有电话回复，随后确认好时间，兼职是周六日两天，工作内容很简单，就是在小演员下场后引领她们去拍照，走路五六十步的样子，其他时间就在图二的小椅子那坐着，玩手机啥的没人管（要不是带了充电器，手机早没电了，墙边角落还有个插头能充电，我觉得很幸运），中午晚上包饭，华莱士的汉堡和鸡肉卷外加可乐，全天矿泉水管够，唯一缺点是时间久，早上7.30到晚上6.30，超过时间15/小时，全天事不多，能坐能玩，加班也是玩手机耗时间。早上7.30到对我很不友好，路程1.5小时，五点半就得起，早餐就两片面包凑合吧，两天结束工资立马到
最后两天地铁14+14净赚367还有四顿汉堡，两个月不想吃汉堡可乐了",2206
兼职,打4份工总结出的超全找兼职攻略，请查收！,"家人们，千呼万唤始出来，攻略来啦！

找兼职的渠道的都有哪些？
互联网平台、⭐⭐号、线下店面聊、熟人介绍

都有哪些兼职种类？
餐饮服务员、导购、理货员、清洁工、客服、检票员、特长兼职等等

兼职一天能挣多少钱？
说实话，兼职只能补贴生活，没办法cover生活费，北京的时薪一般在20-27左右，辛苦干一天也就200左右。
各地的时薪不一样，基本根据当地的消费水平定的。

❗❗最后，请注意，所有需要你出钱的兼职都是骗子，兼职基本不会交任何钱，极少部分会压工资，注意保护好个人钱财！！

我觉得兼职的目的不是挣钱， 而是体验不同的人生，度过艰难的时期，拓宽自己的视野。

希望大家都能找到自己舒适的人生状态！",5003
兼职,关于做兼职校对工作的那些事儿,"最近问我们小说校对岗的小红薯宝宝非常多，其实这个岗位很辛苦。我曾在校对稿子的时候想：怎么会有校对这么变态的工作？
虽然大家看到我们的合同一签就是3万5万10万的，但是那是非常巨大的、旁人难以想象的工作量。而且没有试错的机会，因为稿子跑完黑马就会发下来做校对，一周5个工作日要看完100万字的稿子，但是校对费只有两三千块钱，我的同事曾说，她的眼睛都要瞪麻了
说说过来人的感受：
1⃣️大环境下没有哪个行业的钱是好挣的；
2⃣️月入三五万的不是说不是真的，至少不会像几句话说上去那么简单；
3⃣️大家试想一下如果钱真的那么好挣，就不用这么卷了；
4⃣️如果你不是特别专业，特别能吃苦，请不要想着做这个工作，很多人试了半天甚至一部稿子都没看完就放弃了，太耽误事儿了。
",1921
兼职,月入五位数💰｜裸辞后，我有3份工作养活自己,"你好呀，我是清鱼～

去年辞掉月薪2w的工作，做自由职业8个月啦～我再也不挤早晚高峰🚇，也不必再无效社交。睡到自然醒，独自在家工作，偶尔出去走走，挑淡季去旅游，想奶奶了就带上电脑回老家。

目前月收入也达到5位数，足够养活自己～

很多姐妹好奇我是怎么做的，今天分享我裸辞后的工作，以及渠道，希望对你有帮助❤️

🌷我的3份工作：

1⃣️ 独立撰稿
目前我是某百万大号的签约作者，单篇稿费500-1000，也写商业稿，稿费1000-2000。

写作变现门槛其实不高，难的是从低稿费向高稿费的跨越，需要坚持写，阶段性突破。我5年前写一篇文案只有15💰，如今翻了上百倍。

✅写稿渠道：
各招聘软件（🔍线上办公、线上写作 等词）、各大自媒体号、圆领、甜薪工厂、小🐝、云队友

2⃣️ 自媒体
我每天抽出2-3小时做小红书，即将2w粉，4月的单篇报价涨到1800啦，开心❤️

2023年女生做自媒体，我建议做小红书～对素人友好，容易变💰，不需要花太多时间，很多博主都是下班后做的，多一项收入～

✅小红书变💰方式：
入驻蒲公英（ps：目前1000粉就可以开通，去年我是5000才开的😭）

3⃣️ 运营
因为我辞职前就从事新媒体工作，而且自媒体也从0-1起号，成绩被一些公司和小伙伴看到，希望我帮忙运营和解答一些卡点。

适合有一定运营经验的小伙伴。如果没经验，可以找份运营相关工作，或者做自媒体，积攒运营案例吧～

✅收入渠道：
在招聘软件投递简历，和人事沟通能否远程办公；做自媒体，展示技能安心等待。

🌷今日小记：
马上过27岁生日啦🎂，以前都是在公司加班度过，今年认认真真给自己在D物上挑选了一个包包，好划算，而且有专业jian别宝真，真的很喜欢💗奖励自己足够努力～

这两月有点累，准备放松下，4月中旬去旅行一周～去沙漠看落日星空、打卡大话西游拍摄地🎬姐妹们等我照片～

我是清鱼🫧🐟
96年北漂姑娘，靠写作实现自由职业
分享：自媒体干货｜写作技巧｜自由职业日常
感谢你能来，期待和你做朋友👭",7390
求职,打破招聘信息差，年未也能接 Offer,"本篇专门针对0-5年工作经验的社招，校招需要攻略可以和我说哦！现在每个平台都推荐各式各样的找工作APP，但是真正最常用的就这几个啦！

①Boss直聘：这是互联网求职专属的APP，我们公司的HR基本上只在这里招聘，回复速度超快！你还可以看看招聘方的活跃信息，判断该公司是否正在招人或者急需招人哦！💼

②智联招聘：非互联网公司或技术类岗位要多关注这个平台，互联网求职也可以看一看哦！🔍💻

③拉勾网：也是互联网求职的APP，但是公司可能比BOSS上边少一些，回复也慢一些。我个人很少用这个APP，不过还是可以一试的哦！🌟🚀

④看准网：想知道哪个公司的评价或者面试经验？直接搜公司名字就可以了！这里还会有基本工资的统计，内容超级真实！🕵️‍♀️💼💰

⑤前程无忧：在我印象里很少有人用这个APP，除了刚出社会的同学。但是也会有一些待遇不错的公司只在这里发招聘信息哦！所以还是值得一看的！👀💼🎉

基本上这5个网站就能囊括所有招聘信息了！还有一些公司会把招聘信息发在公众号、官网、以及业内人都认可的网站上。但是这些基本上回复的速度会比较慢，需要耐心等待哦！😉💪

我是kimi，行业资深猎头，专注简历优化，面试辅导，职业规划，已辅导200+求职者成功上岸。
如果这篇笔记对你有用，一键三连可触发魔法，获取1V1的简历诊断机会，肖肖给你专业简历点评",8721
求职,打破信息差｜如何逼自己一个月拿到offer？,"又到了一年一度的求职旺季“金三银四”
没想到25岁的我打工时长也有三年了
求职真的是一门学问！幸亏有高人指点
才能少走弯路，顺利找到喜欢工作
想到毕业季很多人也开始准备找工作了
今天分享我在求职过程中积攒的几点小tips
让你们都能成功拿到心仪offer
.
🔵找工作也有信息差
如果你不知道自己适合什么工作，又想快速了解一个行业，可以通过「36氪」「发现报告」「艾瑞咨询」等网站，可以查询你想知道的行业发展状况，了解各行业的发展趋势，精准找到潜力公司
.
🔵求职渠道很重要！
找工作一定不要死盯着某个网站，而是要多渠道求职，多看招聘软件上的岗位、社区动态，给自己多个选择
1.常见招聘网站
◼️boss直聘：反馈快，简历直达hr
◻️智联招聘：岗位多，覆盖行业广
◼️脉脉：互联网和大厂居多，内推必看
◻️领英：外企居多
2.媒体类实习：传媒实习僧，传媒圈招聘，传媒实习那些事儿
.
🔵准备高质量作品和简历
没有一份好看的简历作为敲门砖，hr已读不回很正常，特别是转行新媒体运营，多一份作品集成功率更高
1.简历推荐：「超级简历」或者「知页简历」填写完就能自动生成简历
2.新媒体/设计类作品集推荐：「canva」和「稿定设计」有很多高级的作品排版
-
⚠️几个简历注意事项
1.格式一定要整洁
2.贴合岗位JD写
3.经历描述切记不要流水账
不要罗列工作经验和技能，而是要体现你的经历匹配度，要挑选和岗位相关的经历，运用star法则，突出你用什么技能，取得什么样的成果
-
⚠️学生党没实习经历怎么写？
1.教育经历：列出与岗位适配度高的课程。比如我主修的课程中广告学，对于我申请新媒体运营岗位有紧密联系
.
2.实践经历：通过具体社团活动，展示取得什么成就，证明你的工作能力。比如我在宣传部工作，通过编辑公主号，为社团招新引流300+
.
🔵提升面试能力
1.面试准备：多刷面试题库，笔试题库，专项训练，面试攻略，推荐“牛客”app，有很多大佬面试经验和技巧，也有很多求职课程，可以根据自己的求职意向进行挑选
.
2.面试技巧：提前进行网上面试模拟，让自己有心理准备，可以用app“面试有招”，或者小破站搜索“面试视频”
.
✋最后，记得每次面试完记得复盘，看看是否自己经验不多，或者岗位适配度不高，还是面试回答不流畅等等，积累经验，为下一次做准备！",9159
求职,教你避雷垃圾公司,"1、看公司规模：多考虑规模20人以上的。另外工作岗位一句话带过的、强调不要求经验、学历却高薪的慎重思考

2、看工作地点：居民楼慎重思考，避免皮包公司

3、看工商信息：成立日期短可能不太稳定、注册资本低于100万、参保人数0，企查查查到有劳动仲裁的公司慎重思考。

4、试岗期七天不给工资的不要去、不交社保要慎重

5、弹性工作（要慎重考虑，不然上班正常上班，下班有可能弹性上班）

6、单休要慎重，只休一天，没有时间的玩（工资高可以忽略）

7、看HR的态度如何、看直属领导是否懂业务、核实工作内容、问绩效考核标准。

总结：如果实在找不到合适的工作，那么可以忽略以上所有避雷点，先上班赚钱养活自己再考虑其他，要是公司拖欠或者不给工资，就去劳动仲裁~

打工不易，希望大家都能找到喜欢的工作~

注：已有工作，不用喷我，不喜欢看的请绕道

希望对大家能有帮助，避免浪费时间和路费",14000
求职,放心，你不会找不到工作✨,"先简单介绍一下，我的基本情况：
📌我毕业6年，跳槽2次。普通本科毕业进入小公司，从小公司的运营活动，商详啥都干。到进入外企成功转行UI，再到进入互联网大厂转行UX。工资翻5倍，身边的人非常羡慕我。
因为我每次跳槽不光转行成功，还能薪资翻倍。其实我没有什么秘诀，能做到每次转行都涨薪的秘诀就是胆子大。
关于找工作我从来不会被“配得感”绑架，我觉得工作只要自己踮踮脚，努努力都是能够的着，找工作这事儿，只符合岗位要求，就要大胆投递！
-
1⃣️ 大胆投递
在第1次跳槽时，在小公司的我没有觉得自己“能力不够”，“学历不好”。勇敢投递外企，并成功入职，公司同事都是“大厂员工”，“名校留学生”。
第2次跳槽时，我把所有大厂投了个遍，参加了30多场面试，因此拿下3家大厂Offer，入职心仪公司。
有的时候不是我们能力不行，而是先输在了“害怕的情绪上”。
-
2⃣️ 多投递！多投递！
不要只盯着1个招聘软件看。Boss\拉勾\猎聘\智联\前程都用起来，找工作要跟海王一样广撒网。
❇️ 关于不同招聘软件的优劣势，之前也给总结过（图3）。
-
3⃣️ 准备2-3个项目故事
面试前梳理自己的过往经历，然后根据之前梳理的岗位能力，把经历变成故事。准备2-3个和你能力相关的小故事，面试时有画面感的讲出来。这样更有说服力，面试官也不会因为无聊而走神。
❇️ 具体准备故事的方法，我也总结成文章啦（图4）。
-
4⃣ 面试问题复盘
每次面试我都会录音，复盘时发现很多面试的问题是相同的。
那我把这些问题整理出来，提前准备好话术，面试前复习一遍。
面试紧张，回答不上来，一是因为准备不充足，二是因为面的少。
👉 应对方法就是多面试多说，就拿我面试30场的经验来说。面多了，虽然还是紧张，但是能更好的和紧张的情绪共处。说的多了，对于要回答的问题，我倒背如流，自然轻松拿下offer！！
-
找工作其实是一个拼耐力的过程，我们要做的就是关注自己可以掌控的事情（写简历，优化简历，面试复盘）。放弃对不可控结果的恐惧和焦虑。
相信“当你想做某件事的时候，整个宇宙都会过来帮你”💪。",7979
求职,真的奉劝各位姐妹😭看完这篇再去找工作❗,"很多应届生刚入职场，觉得很迷茫，专业不是自己喜欢的，也没有什么特长不知道做什么工作好，更不知道想从事什么行业，没有目标，没有方向，老实说我真的很理解这种急切、焦虑和无助的感觉，因为我自己也经历过。

今天分享几个我自己毕业迷茫期是怎么度过的小经验，给大家参考一下。
✅多看行业研报
⭕对于就业迷茫的的人来说，看行业研报可以快速了解行业趋势，知道哪些行业发展好，行业里的哪些公司是top企业。

✅多找不限专业的岗位
⭕当你找到感兴趣的行业，可以把里面的top公司全部列出来，去他们官网根据你的技能直接sou，比如你会运营，你就sou运营，就会出来跟很多相关的岗位，再找出符合自己要求感兴趣的岗位。
不限专业的岗位：新媒体运营、电商运营、广G投放、活动策划、行政、产品助理、社q运营等可以直接嗖不限专业这四个字。

✅根据自己的经验嗖sou合适岗位
⭕很多三无应届生没有实习经验，但是有社团、班干、竞赛等经验，在校有做过视频剪辑、自媒体运营、活动策划、文案策划等经历，你完全就可以根据自己的经历去找合适的岗位，比如你撰写过爆文，你就sou文案策划，就会出来相关的工作，可以直接投递试试。

✅趁着年轻，疯狂试错
刚毕业试错成本低，如果做3-4年才觉得这个工作不喜欢不适合就太晚了，觉得不合适要快刀斩乱麻，不要怕换工作，趁着年轻，各个行业，干一遍，就不信没有喜欢的！在家里躺着，是想不明白的！

✅找副业自学
⭕如果你现在正在做着你不喜欢的工作，又怕今年裸辞换工作找不到下一家，那么建议现在、立刻、马上开始找一个副业开始做起来，可以从你的技能入手，这些副业可以慢慢转正到你的主业。",18000
心理咨询,有时候，真的不建议去看心理医生,"抱歉，标题党了一下。但随着我积累的个案越多、接待的来访者越来越多样化，我越发觉得“看心理医生+接受治疗”是一把双刃剑⚠️

在正常的心理咨询中，若来访者有自杀意愿、列出了明确的自杀计划，甚至已经做出了自杀尝试，我们是强烈建议甚至要求去看心理医生的，接受专业医生的诊断和治疗。

📚有人可能不了解【心理咨询师】和【心理医生】的区别，觉得两者差不多，其实不然。
👩‍🏫心理咨询师主要存在于高校或企业里，会给来访者做咨询和一些心理疗法，但没有开处方的权限。
👩‍⚕️心理医生指的是专业医院的精神科医生，除了要有心理学背景，还要有医学背景。有开处方的权限，能开药、安排患者住院，或进行一些器质性的治疗。

有的来访者在咨询师的建议下，去医院精神科看了医生，被确诊为抑郁症、焦虑症，或其他心理疾病后，从此就摆烂了，情况更加糟糕了
因为他们会觉得：“没有确诊前，一切都是未知数，我希望和正常人一样，所以我能伪装我很好，能维持正常的生活、学习和工作。但确诊后，我仿佛找到了摆烂的理由。尤其是越来越多人知道我的情况后，比如父母、朋友、老师、领导，我能获得别人的同情或关心。于是我更加变本加厉，不好好工作和学习、做出一些奇怪的举动，甚至自杀或伤害他人。”🥹

鉴于我的几个个案都存在这种情况，所以引发了我去思考这个议题：看心理医生，接受药物治疗的初衷肯定是好的。但心理暗示的作用真的很强大，每个人对此也有不同的认知和态度。
😄有的来访者被确诊后，知道自己是生病了才会这样，有很强的求助求救意愿，所以会积极配合治疗，最终能慢慢好起来。
😖但有的来访者，若不去看医生、不被确诊，可能还能慢慢恢复正常生活，一旦确诊后，就开始给自己找理由去摆烂。就像薛定谔的猫，在你被确诊之前，一切皆有可能，所以还能控制自己去正常生活。确诊对于有的人来说就像被下了重症病危书，他们甚至都不想挣扎了。

心理疾病不等同身体疾病，更隐蔽，也更依靠个人的主观能动性去恢复。所以，究竟是“确诊+治疗”的环节有待改进，还是因为个体差异导致的呢？

一些个人的拙见，欢迎同行或感兴趣的朋友讨论❤️",765
心理咨询,找心理咨询师的经历分享,"我和大家分享一下我找咨询师的经历吧。很多人在后台问我。之前我生活有点变故一直没更新。
我找过几种咨询。
1、大学免费的心理咨询辅导（面询）
2、网络咨询平台的咨询师，我当时选的平台是简单心理（网络咨询）
3、上海三甲医院的精神科的咨询
4、淘宝/大众点评上面找到的咨询机构
5、小红书上面的咨询师
目前我在我稳定在咨询的是淘宝上面找到上海的心理咨询机构的咨询师。

总结一下
其实我这些七七八八找咨询师的经历还挺隐私的。犹豫了很久分享给大家也有点担忧会不会被人认出。但我也希望能给到一直饱受心理压力想去尝试咨询但不敢的朋友一点小小的帮助吧。上一篇发出后我陆陆续续收到蛮多留言想让我跟这部分的。
1️⃣可以勇敢去尝试。如果还在校的学生可以优选学校免费咨询室但是可能一般有时间次数限制，但做好心理准备可能咨询师的质量不一。
2️⃣前期可以多试一试流派。可以看看一些线上心理咨询平台，也可以去看看淘宝大众点评看看当地的有没有人私人的咨询室，还有三甲医院的精神科都可以尝试。重点关注一下咨询师的自我介绍看看和自己想咨询的方向吻合不吻合。推荐一下大侠心理这个公众号可以看看相关的平台测评。但是他推的免费咨询还是慎重一下。
3️⃣咨询师不吻合不要怪罪自己。和找对象一样不合适才是常态。不合适就换下一个。或者自己多看看相关书籍。也不要找超出自己经济负担的咨询。
其他还有什么问题欢迎大家留言。",271
心理咨询,我第一次拨打了24小时免费心理援助热线,"庆幸的是有被开导到❤️

.
一开始小红书上搜了好几个热线电话
有的占线，有的没人接，有的感觉被挂了
就在试最后一个的时候接通了
打的是这个博主@临床心理侯子冲鸭 帖里的电话，电话列表放在第三张图里了，需要可取，最后拨通的是珠海那个

.
打之前只是感觉情绪不好，只是想找人倾诉，抱着可能会得到专业指导的想法
结果打通后竟然说不出话😳
电话的那头耐心等候，没有挂
然后我竟然开始哭了……一边哭一边被引导说话
突然抑制不住的情绪爆发😢
这是我没想到的

.
一开始我以为对方是个大学生志愿者
（可能也真的是）
因为他不怎么说话，一直等我说，等我沉默
后面还是我问的他，有什么要和我说的吗
终于多说了点话，才能听出是专业的

.
最后给到的建议是
🤲🏻
可以选择找一个时间段
每天或者每周
集中把自己纠结的脑子里清不走的想法🤯
罗列出来
好的 不好的 优点 缺点
其他时候该干嘛干嘛
既不压抑想法
也算是在推进解决
你可以试试
👐🏻
听到时，我有被开导到，有被帮助到
今晚就试试，希望能睡个好觉
昨晚就没睡好
.
打这个电话是因为
最近情绪明显比以前低落
感受到自己可能又处于抑郁的边缘
之前通过找朋友、看书、运动自救成功过
（学尤克里里，然后分享给大家也是那个时候，后面中断了也是那个时候）
但这次的情绪问题和上一次不同
很难和朋友说明白
而看书和运动我都提不起精神去做
于是我选择了打心理援助热线

.
🫡大家有察觉自己情绪不对时也要记得及时自救呀~
有情绪是很正常的事情
心理咨询也是很正常的事情
就像是感冒了，感觉自己好不了所以找医生是一样的",1090
心理咨询,第一次做线上心理咨询的感受！！！,"最严重的时候整夜整夜焦虑，失眠、脆弱，敏感，一个人躲在房间哭泣，对未来的恐惧，在人前装作嘻嘻哈哈的样子，不让家人担心，对现状的不满意，想改
变，都是空想、陷入一种悲观情绪里中走不出来。

因为之前没做过咨询有些抗拒线下面对面的那种，想先试试线上的，就在网上找了两个心理咨询老师聊了，都觉得很不靠谱，一点用没有。

最后朋友给推荐了一个老师。也观望了很久，始终没有下决心，反复恶循环。契机是又一次无缘无故的哭泣，边哭边和老师预约线上咨询时间。一边难受一边吐槽价格。

咨询前:其实看了网上一些被坑的分享，也是抱着怀疑的心态去的。

咨询期间:老师要了解一些基本情况，听着自己的抽泣带哭腔的倾诉，用一问一答方式，把我思维从感性情绪中渐渐抽离出来，之后针对本人的情绪、经历、性格缺陷、原生家庭进行分析。

老师逻辑清晰、分析合理，很准确的说出自己都不知道自己的缺点和一些建议。我思路理顺了，开始觉得自己也没有那么糟糕。

咨询后:电话通完，脑海都是老师对自己的分析，之后整理了笔记，偶尔翻出来看，遇到心情不好。会学着去认识自己，分析自己，听从自己的内心，提醒自己性格缺陷中存在的问题。一下子改变自己，是不可能的。

只有从心底里认识自己，自己的缺陷，不自信，接纳自己的不完美，意识改变了，反作用于行动，行动才是最重要的。

或者需要一个理智的人来认可你，相信你，教你用另一个视角来看待自己。

目前也有想做长期线下咨询的打算，感觉线下会比线上效果更好一些。但是看了很多姐妹的分享感觉这行还是水很深，找个靠谱的适合自己的不容易，所以现在还在犹豫中，等我后续去做线下咨询了也
说点什么...",590
心理咨询,到底要选心理咨询，还是去医院看心理科？,"在我们的生活中，可能会遇到一些使我们心烦意乱或者困扰不安的问题。
对于这些问题，我们可以选择心理咨询或者去医院看心理科。
那么，什么时候选择哪一种呢？
❤️ 看心理科：如果你的情况严重到影响了日常生活。例如，你已经无法正常工作或学习，你有zc或者zs的想法，或者你的情绪或者行为有显著的改变（比如严重的抑郁、焦虑、妄想或幻觉等），那么你应该去医院的心理科寻求专业医师的帮助。
这些可能是心理疾病的症状，需要医生进行评估和治疗。
医生可能会采用药物治疗、心理治疗或者两者结合的方式来帮助你。
❤️进行心理咨询：如果你在面临生活压力、人际关系困扰、职业发展困惑、自我成长等问题时感到困惑；
或者你希望更好地了解自己，那么可以寻求心理咨询师的帮助。
心理咨询师可以帮助你理解和处理这些问题，提供新的视角和解决方案，提升自我意识和生活质量。
总的来说，如果你的情况严重到影响了日常生活，你应该去医院🏥看心理科。
如果你希望更好地处理生活问题或者了解自己，你可以选择心理咨询。
需要注意的是，心理咨询师和精神科医生的角色并不冲突，很多时候他们可以并行工作。
对于某些需要长期治疗的心理疾病，药物治疗和心理咨询往往可以并用，以提高治疗效果。
但无论何时，如果你感到困扰或者痛苦，都请及时寻求专业的帮助。
每个人都值得被理解和帮助，你不必独自面对困难。",354
